Seed 1656949570
ARCH 1|F_ID 2|LIMIT 3
before: 
2(267)
Melhor resultado nxn: Differentiation_of_T_lymphocytes, 571,  7,  8,  109, 1, 2, 439452, 11730.34, 0, 0.00, 1: 85; 2: 12; 
Differentiation_of_T_lymphocytes, 324,  8,  7,  113, 1, 2, 439284, 11730.34, 190, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 514,  7,  8,  113, 1, 2, 439080, 11730.34, 123, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 521,  8,  7,  113, 1, 2, 439254, 11730.34, 239, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 340,  7,  8,  113, 1, 2, 439170, 11730.34, 190, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 724,  8,  7,  113, 1, 2, 439205, 11730.34, 190, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 109,  9,  6,  113, 1, 2, 426199, 11730.34, 0, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 107,  8,  7,  113, 1, 2, 439073, 11730.34, 56, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 287,  7,  8,  113, 1, 2, 439264, 11730.34, 0, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 445,  9,  6,  113, 1, 2, 426024, 11730.34, 0, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 566,  9,  6,  113, 1, 2, 426133, 11730.34, 0, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 825,  7,  8,  113, 1, 2, 439019, 11730.34, 0, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 815,  9,  6,  113, 1, 2, 426059, 11730.34, 0, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 304,  8,  7,  113, 1, 2, 439204, 11730.34, 18, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 821,  8,  7,  113, 1, 2, 439285, 11730.34, 0, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 544,  6,  9,  113, 1, 2, 425999, 11730.34, 7, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 832,  7,  8,  113, 1, 2, 439223, 11730.34, 48, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 805,  7,  8,  113, 1, 2, 439213, 11730.34, 0, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 504,  7,  8,  113, 1, 2, 439153, 11730.34, 0, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 928,  7,  8,  113, 1, 2, 439325, 11730.34, 7, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 498,  9,  6,  113, 1, 2, 426144, 11730.34, 0, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 136,  8,  7,  113, 1, 2, 438982, 11730.34, 192, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 490,  7,  8,  113, 1, 2, 439292, 11730.34, 70, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 487,  5, 12,  113, 1, 2, 464132, 11730.34, 0, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 916,  8,  7,  113, 1, 2, 439267, 11730.34, 190, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 149,  7,  8,  113, 1, 2, 439307, 11730.34, 85, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 233,  8,  7,  113, 1, 2, 439023, 11730.34, 69, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 392,  7,  8,  113, 1, 2, 439129, 11730.34, 0, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 744,  9,  6,  113, 1, 2, 426086, 11730.34, 32, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 747,  6,  9,  113, 1, 2, 426130, 11730.34, 49, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 179,  8,  7,  113, 1, 2, 439055, 11730.34, 0, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 898,  6,  9,  113, 1, 2, 425888, 11730.34, 123, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 464,  6,  9,  113, 1, 2, 426193, 11730.34, 192, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 630,  5, 11,  113, 1, 2, 432048, 11730.34, 255, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 632,  7,  8,  113, 1, 2, 439109, 11730.34, 0, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 680,  8,  7,  113, 1, 2, 439212, 11730.34, 32, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes,  39,  8,  7,  113, 1, 2, 439266, 11730.34, 0, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes,  22,  7,  8,  113, 1, 2, 439219, 11730.34, 0, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes,  38,  7,  8,  113, 1, 2, 439190, 11730.34, 0, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes,   8,  8,  7,  113, 1, 2, 439067, 11730.34, 0, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 651,  6,  9,  113, 1, 2, 426187, 11730.34, 17, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 591,  9,  6,  113, 1, 2, 426130, 11730.34, 0, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 598,  7,  8,  113, 1, 2, 439234, 11730.34, 0, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 997,  6,  9,  113, 1, 2, 426073, 11730.34, 0, 0.00, 1: 81; 2: 16; 
Differentiation_of_T_lymphocytes, 135,  6,  9,  114, 1, 2, 426120, 11730.34, 0, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 592,  5, 12,  114, 1, 2, 463848, 11730.34, 64, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 918,  6,  9,  114, 1, 2, 426152, 11730.34, 0, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 609,  6,  9,  114, 1, 2, 426201, 11730.34, 0, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes,  17,  9,  6,  114, 1, 2, 426115, 11730.34, 244, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 121,  7,  8,  114, 1, 2, 439074, 11730.34, 0, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 122,  5, 12,  114, 1, 2, 463708, 11730.34, 0, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 870,  7,  8,  114, 1, 2, 439057, 11730.34, 0, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 973,  7,  8,  114, 1, 2, 439110, 11730.34, 0, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 866,  8,  7,  114, 1, 2, 439239, 11730.34, 0, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 910,  5, 12,  114, 1, 2, 464151, 11730.34, 0, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 232,  8,  7,  114, 1, 2, 439293, 11730.34, 32, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 505,  5, 11,  114, 1, 2, 432022, 11730.34, 0, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 229,  7,  8,  114, 1, 2, 439217, 11730.34, 0, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 193,  5, 12,  114, 1, 2, 463998, 11730.34, 157, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes,  30,  7,  8,  114, 1, 2, 439199, 11730.34, 0, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes,  31,  6,  9,  114, 1, 2, 426110, 11730.34, 0, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 622,  8,  7,  114, 1, 2, 439249, 11730.34, 0, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 624,  9,  6,  114, 1, 2, 426038, 11730.34, 1, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 175,  8,  7,  114, 1, 2, 439235, 11730.34, 0, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 456,  8,  7,  114, 1, 2, 439217, 11730.34, 192, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 619,  6,  9,  114, 1, 2, 426032, 11730.34, 78, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 454,  8,  7,  114, 1, 2, 439276, 11730.34, 0, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes,  34,  5, 11,  114, 1, 2, 432161, 11730.34, 0, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 743,  9,  6,  114, 1, 2, 426013, 11730.34, 0, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes,  36,  7,  8,  114, 1, 2, 439082, 11730.34, 0, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 167,  5, 11,  114, 1, 2, 432189, 11730.34, 0, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes,  37,  8,  7,  114, 1, 2, 439170, 11730.34, 0, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 473,  7,  8,  114, 1, 2, 439108, 11730.34, 246, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 158,  5, 11,  114, 1, 2, 432230, 11730.34, 0, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 305,  5, 12,  114, 1, 2, 463862, 11730.34, 0, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 775,  9,  6,  114, 1, 2, 426093, 11730.34, 0, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 483,  5, 11,  114, 1, 2, 431990, 11730.34, 0, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 936,  9,  6,  114, 1, 2, 426100, 11730.34, 32, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 299,  8,  7,  114, 1, 2, 439076, 11730.34, 120, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 823,  7,  8,  114, 1, 2, 439393, 11730.34, 0, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 704,  9,  6,  114, 1, 2, 426112, 11730.34, 176, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 694,  7,  8,  114, 1, 2, 439292, 11730.34, 0, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 279,  6,  9,  114, 1, 2, 426024, 11730.34, 0, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 709,  9,  6,  114, 1, 2, 426086, 11730.34, 85, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 350,  6,  9,  114, 1, 2, 425956, 11730.34, 0, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 266,  7,  8,  114, 1, 2, 439178, 11730.34, 180, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 720,  7,  8,  114, 1, 2, 439225, 11730.34, 192, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 800,  6,  9,  114, 1, 2, 426211, 11730.34, 7, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 108,  9,  6,  114, 1, 2, 426080, 11730.34, 32, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 244,  7,  8,  114, 1, 2, 439231, 11730.34, 0, 0.00, 1: 80; 2: 17; 
Differentiation_of_T_lymphocytes, 204,  9,  6,  115, 1, 2, 426333, 11730.34, 190, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes,  16,  9,  6,  115, 1, 2, 426054, 11730.34, 224, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 384,  5, 11,  115, 1, 2, 432156, 11730.34, 0, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 342,  9,  6,  115, 1, 2, 425904, 11730.34, 0, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 313,  5, 11,  115, 1, 2, 432256, 11730.34, 0, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 415,  8,  7,  115, 1, 2, 439218, 11730.34, 0, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 730,  7,  8,  115, 1, 2, 439154, 11730.34, 123, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 562,  7,  8,  115, 1, 2, 439326, 11730.34, 0, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 206,  7,  8,  115, 1, 2, 439084, 11730.34, 0, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 479,  6,  9,  115, 1, 2, 426076, 11730.34, 0, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 900,  7,  8,  115, 1, 2, 439196, 11730.34, 190, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 202,  9,  6,  115, 1, 2, 426037, 11730.34, 180, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 955,  8,  7,  115, 1, 2, 439161, 11730.34, 0, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 884,  8,  7,  115, 1, 2, 439292, 11730.34, 35, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 811,  9,  6,  115, 1, 2, 426077, 11730.34, 49, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 746,  9,  6,  115, 1, 2, 425960, 11730.34, 76, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 433,  6,  9,  115, 1, 2, 426145, 11730.34, 0, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 236,  6,  9,  115, 1, 2, 426106, 11730.34, 101, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 286,  6,  9,  115, 1, 2, 426112, 11730.34, 0, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 177,  7,  8,  115, 1, 2, 439169, 11730.34, 0, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 692,  9,  6,  115, 1, 2, 426084, 11730.34, 31, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes,  50,  8,  7,  115, 1, 2, 439129, 11730.34, 0, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 102,  5, 10,  115, 1, 2, 395675, 11730.34, 0, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 395,  8,  7,  115, 1, 2, 439154, 11730.34, 0, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 789,  9,  6,  115, 1, 2, 425840, 11730.34, 85, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 927,  5, 11,  115, 1, 2, 432074, 11730.34, 0, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 684,  5, 11,  115, 1, 2, 432194, 11730.34, 103, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 241,  6,  9,  115, 1, 2, 425962, 11730.34, 0, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 702,  5, 11,  115, 1, 2, 432331, 11730.34, 0, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 853,  5, 11,  115, 1, 2, 432061, 11730.34, 85, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 496,  9,  6,  115, 1, 2, 425996, 11730.34, 4, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 114,  6,  9,  115, 1, 2, 425897, 11730.34, 0, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 739,  9,  6,  115, 1, 2, 426049, 11730.34, 0, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 140,  8,  7,  115, 1, 2, 439181, 11730.34, 190, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes,  44,  5, 12,  115, 1, 2, 464156, 11730.34, 32, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 489,  5, 11,  115, 1, 2, 432084, 11730.34, 73, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes, 542,  9,  6,  115, 1, 2, 426273, 11730.34, 0, 0.00, 1: 79; 2: 18; 
Differentiation_of_T_lymphocytes,   7,  7,  8,  116, 1, 2, 439204, 11730.34, 0, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes, 416,  4, 14,  116, 1, 2, 439240, 11730.34, 6, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes, 655,  5, 11,  116, 1, 2, 432172, 11730.34, 0, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes, 659,  9,  6,  116, 1, 2, 426123, 11730.34, 17, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes, 296,  5, 12,  116, 1, 2, 464013, 11730.34, 32, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes, 376,  8,  7,  116, 1, 2, 439131, 11730.34, 0, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes, 436,  7,  8,  116, 1, 2, 439089, 11730.34, 4, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes, 334,  7,  8,  116, 1, 2, 439281, 11730.34, 0, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes,   9,  4, 13,  116, 1, 2, 410752, 11730.34, 34, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes, 429,  5, 12,  116, 1, 2, 463816, 11730.34, 32, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes, 996,  4, 14,  116, 1, 2, 439013, 11730.34, 0, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes, 274,  5, 10,  116, 1, 2, 395675, 11730.34, 180, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes, 400,  7,  8,  116, 1, 2, 439273, 11730.34, 0, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes,  11,  5, 12,  116, 1, 2, 463789, 11730.34, 183, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes, 661,  8,  7,  116, 1, 2, 439145, 11730.34, 85, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes, 856,  5, 11,  116, 1, 2, 432130, 11730.34, 88, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes, 991,  9,  6,  116, 1, 2, 426064, 11730.34, 0, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes, 361,  7,  8,  116, 1, 2, 439229, 11730.34, 71, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes, 858,  6,  9,  116, 1, 2, 426003, 11730.34, 123, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes,  15,  9,  6,  116, 1, 2, 426113, 11730.34, 0, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes, 938,  5, 12,  116, 1, 2, 464051, 11730.34, 76, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes, 482,  6,  9,  116, 1, 2, 426166, 11730.34, 0, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes, 617,  8,  7,  116, 1, 2, 439116, 11730.34, 73, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes,  90,  8,  7,  116, 1, 2, 439163, 11730.34, 123, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes, 486,  9,  6,  116, 1, 2, 426110, 11730.34, 0, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes, 608,  5, 10,  116, 1, 2, 395675, 11730.34, 6, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes, 603,  9,  6,  116, 1, 2, 426027, 11730.34, 17, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes, 545,  6,  9,  116, 1, 2, 425993, 11730.34, 0, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes, 159,  9,  6,  116, 1, 2, 426120, 11730.34, 0, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes, 567,  5, 11,  116, 1, 2, 432262, 11730.34, 0, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes,  35,  8,  7,  116, 1, 2, 439138, 11730.34, 0, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes, 948,  5, 12,  116, 1, 2, 464299, 11730.34, 26, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes, 538,  8,  7,  116, 1, 2, 439280, 11730.34, 123, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes, 540,  6,  9,  116, 1, 2, 426164, 11730.34, 190, 0.00, 1: 78; 2: 19; 
Differentiation_of_T_lymphocytes, 378,  6,  9,  117, 1, 2, 426306, 11730.34, 0, 0.00, 1: 77; 2: 20; 
Differentiation_of_T_lymphocytes, 899,  5, 10,  117, 1, 2, 395675, 11730.34, 17, 0.00, 1: 77; 2: 20; 
Differentiation_of_T_lymphocytes, 214,  7,  8,  117, 1, 2, 439218, 11730.34, 0, 0.00, 1: 77; 2: 20; 
Differentiation_of_T_lymphocytes, 967,  9,  6,  117, 1, 2, 426054, 11730.34, 0, 0.00, 1: 77; 2: 20; 
Differentiation_of_T_lymphocytes, 949,  5, 10,  117, 1, 2, 395675, 11730.34, 0, 0.00, 1: 77; 2: 20; 
Differentiation_of_T_lymphocytes, 810,  9,  6,  117, 1, 2, 426026, 11730.34, 76, 0.00, 1: 77; 2: 20; 
Differentiation_of_T_lymphocytes, 396,  5, 12,  117, 1, 2, 463925, 11730.34, 0, 0.00, 1: 77; 2: 20; 
Differentiation_of_T_lymphocytes, 268,  5, 11,  117, 1, 2, 432307, 11730.34, 190, 0.00, 1: 77; 2: 20; 
Differentiation_of_T_lymphocytes, 951,  4, 13,  117, 1, 2, 410744, 11730.34, 0, 0.00, 1: 77; 2: 20; 
