Seed 1656949570
ARCH 2|F_ID 3|LIMIT 3
before: 
2(587)
Melhor resultado nxn: Differentiation_of_T_lymphocytes, 813,  7,  8,  118, 1, 2, 439483, 29608.35, 82, 0.00, 1: 76; 2: 21; 
Differentiation_of_T_lymphocytes, 586,  8,  7,  120, 1, 2, 439167, 29608.35, 236, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 850,  9,  6,  120, 1, 2, 426112, 29608.35, 236, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 389,  9,  6,  120, 1, 2, 426176, 29608.35, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 829,  6,  9,  120, 1, 2, 426085, 29608.35, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 233,  8,  7,  120, 1, 2, 438985, 29608.35, 69, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 807,  9,  6,  120, 1, 2, 426114, 29608.35, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 403,  8,  7,  120, 1, 2, 439343, 29608.35, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 787,  7,  8,  120, 1, 2, 439097, 29608.35, 13, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 625,  7,  8,  120, 1, 2, 439396, 29608.35, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes,  89,  7,  8,  120, 1, 2, 439002, 29608.35, 229, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes,  90,  8,  7,  120, 1, 2, 439212, 29608.35, 236, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 715,  7,  8,  120, 1, 2, 439505, 29608.35, 13, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 208,  7,  8,  120, 1, 2, 439310, 29608.35, 128, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 539,  8,  7,  120, 1, 2, 439327, 29608.35, 13, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 179,  8,  7,  120, 1, 2, 439419, 29608.35, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 361,  7,  8,  120, 1, 2, 439308, 29608.35, 71, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 991,  9,  6,  120, 1, 2, 426362, 29608.35, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 278,  5, 12,  120, 1, 2, 464319, 29608.35, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 575,  8,  7,  120, 1, 2, 439466, 29608.35, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 574,  7,  8,  120, 1, 2, 439340, 29608.35, 0, 0.00, 1: 74; 2: 23; 
Differentiation_of_T_lymphocytes, 300,  5, 12,  121, 1, 2, 464065, 29608.35, 112, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 977,  8,  7,  121, 1, 2, 439170, 29608.35, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 754,  7,  8,  121, 1, 2, 439237, 29608.35, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 758,  8,  7,  121, 1, 2, 439195, 29608.35, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 486,  9,  6,  121, 1, 2, 426194, 29608.35, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 772,  7,  8,  121, 1, 2, 439332, 29608.35, 24, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 120,  9,  6,  121, 1, 2, 426059, 29608.35, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 621,  7,  8,  121, 1, 2, 439548, 29608.35, 32, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 778,  6,  9,  121, 1, 2, 425752, 29608.35, 236, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 538,  8,  7,  121, 1, 2, 439355, 29608.35, 236, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 149,  7,  8,  121, 1, 2, 439235, 29608.35, 86, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 136,  8,  7,  121, 1, 2, 439049, 29608.35, 192, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 137,  7,  8,  121, 1, 2, 439220, 29608.35, 168, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 637,  7,  8,  121, 1, 2, 439309, 29608.35, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 542,  9,  6,  121, 1, 2, 426195, 29608.35, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 435,  7,  8,  121, 1, 2, 439039, 29608.35, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 161,  7,  8,  121, 1, 2, 439137, 29608.35, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 654,  7,  8,  121, 1, 2, 439412, 29608.35, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 477,  7,  8,  121, 1, 2, 438770, 29608.35, 86, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 662,  7,  8,  121, 1, 2, 439120, 29608.35, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes,   3,  7,  8,  121, 1, 2, 439164, 29608.35, 69, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 449,  6,  9,  121, 1, 2, 425973, 29608.35, 222, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 453,  5, 12,  121, 1, 2, 463844, 29608.35, 86, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 454,  8,  7,  121, 1, 2, 439123, 29608.35, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 460,  8,  7,  121, 1, 2, 439280, 29608.35, 24, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 109,  9,  6,  121, 1, 2, 426209, 29608.35, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 543,  7,  8,  121, 1, 2, 438940, 29608.35, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes,  50,  8,  7,  121, 1, 2, 439224, 29608.35, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 141,  6,  9,  121, 1, 2, 426106, 29608.35, 86, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 834,  7,  8,  121, 1, 2, 439005, 29608.35, 236, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 262,  9,  6,  121, 1, 2, 426185, 29608.35, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 614,  7,  8,  121, 1, 2, 439164, 29608.35, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 936,  9,  6,  121, 1, 2, 425890, 29608.35, 32, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 392,  7,  8,  121, 1, 2, 439236, 29608.35, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 346,  7,  8,  121, 1, 2, 439352, 29608.35, 236, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 350,  6,  9,  121, 1, 2, 425950, 29608.35, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 841,  5, 12,  121, 1, 2, 464049, 29608.35, 224, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 250,  5, 12,  121, 1, 2, 464267, 29608.35, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 865,  8,  7,  121, 1, 2, 439216, 29608.35, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 920,  8,  7,  121, 1, 2, 439373, 29608.35, 152, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 154,  6,  9,  121, 1, 2, 425997, 29608.35, 236, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 356,  6,  9,  121, 1, 2, 426195, 29608.35, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 521,  8,  7,  121, 1, 2, 438948, 29608.35, 223, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 507,  8,  7,  121, 1, 2, 439062, 29608.35, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 527,  9,  6,  121, 1, 2, 426168, 29608.35, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 334,  7,  8,  121, 1, 2, 439223, 29608.35, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 959,  8,  7,  121, 1, 2, 439469, 29608.35, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 821,  8,  7,  121, 1, 2, 438938, 29608.35, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 324,  8,  7,  121, 1, 2, 439191, 29608.35, 24, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 815,  9,  6,  121, 1, 2, 426046, 29608.35, 0, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes,  16,  9,  6,  121, 1, 2, 426021, 29608.35, 224, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 812,  5, 10,  121, 1, 2, 395675, 29608.35, 48, 0.00, 1: 73; 2: 24; 
Differentiation_of_T_lymphocytes, 556,  7,  8,  122, 1, 2, 439362, 29608.35, 66, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 552,  8,  7,  122, 1, 2, 438952, 29608.35, 32, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 617,  8,  7,  122, 1, 2, 439036, 29608.35, 73, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 139,  7,  8,  122, 1, 2, 439370, 29608.35, 13, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 202,  9,  6,  122, 1, 2, 426085, 29608.35, 37, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 679,  7,  8,  122, 1, 2, 439236, 29608.35, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 201,  8,  7,  122, 1, 2, 439225, 29608.35, 141, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 498,  9,  6,  122, 1, 2, 426125, 29608.35, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 496,  9,  6,  122, 1, 2, 425779, 29608.35, 4, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 183,  5, 12,  122, 1, 2, 464055, 29608.35, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 495,  5, 12,  122, 1, 2, 464001, 29608.35, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 191,  9,  6,  122, 1, 2, 426218, 29608.35, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 764,  9,  6,  122, 1, 2, 426031, 29608.35, 1, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 642,  8,  7,  122, 1, 2, 439203, 29608.35, 236, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 126,  8,  7,  122, 1, 2, 439270, 29608.35, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 363,  6,  9,  122, 1, 2, 426098, 29608.35, 84, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 785,  7,  8,  122, 1, 2, 439343, 29608.35, 224, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 799,  9,  6,  122, 1, 2, 426217, 29608.35, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 398,  6,  9,  122, 1, 2, 426111, 29608.35, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 803,  6,  9,  122, 1, 2, 426087, 29608.35, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 811,  9,  6,  122, 1, 2, 425927, 29608.35, 49, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 231,  8,  7,  122, 1, 2, 439288, 29608.35, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 843,  7,  8,  122, 1, 2, 438785, 29608.35, 13, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 236,  6,  9,  122, 1, 2, 426075, 29608.35, 101, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 241,  6,  9,  122, 1, 2, 425886, 29608.35, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes,  37,  8,  7,  122, 1, 2, 438898, 29608.35, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes,  34,  5, 11,  122, 1, 2, 432360, 29608.35, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 108,  9,  6,  122, 1, 2, 425987, 29608.35, 32, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 246,  8,  7,  122, 1, 2, 439158, 29608.35, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 918,  6,  9,  122, 1, 2, 426279, 29608.35, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 928,  7,  8,  122, 1, 2, 438808, 29608.35, 7, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 353,  9,  6,  122, 1, 2, 425474, 29608.35, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 327,  5, 11,  122, 1, 2, 432233, 29608.35, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 314,  6,  9,  122, 1, 2, 426168, 29608.35, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 304,  8,  7,  122, 1, 2, 439392, 29608.35, 18, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 293,  5, 12,  122, 1, 2, 463995, 29608.35, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 287,  7,  8,  122, 1, 2, 439166, 29608.35, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 281,  6,  9,  122, 1, 2, 426094, 29608.35, 230, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 782,  7,  8,  122, 1, 2, 438844, 29608.35, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 746,  9,  6,  122, 1, 2, 426142, 29608.35, 76, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes,  92,  9,  6,  122, 1, 2, 426305, 29608.35, 24, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 737,  6,  9,  122, 1, 2, 426113, 29608.35, 0, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 219,  7,  8,  122, 1, 2, 438897, 29608.35, 13, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 427,  7,  8,  122, 1, 2, 439265, 29608.35, 109, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 105,  9,  6,  122, 1, 2, 426098, 29608.35, 67, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 209,  6,  9,  122, 1, 2, 425866, 29608.35, 141, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 107,  8,  7,  122, 1, 2, 439090, 29608.35, 56, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 411,  6,  9,  122, 1, 2, 426034, 29608.35, 13, 0.00, 1: 72; 2: 25; 
Differentiation_of_T_lymphocytes, 266,  7,  8,  123, 1, 2, 439197, 29608.35, 37, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 445,  9,  6,  123, 1, 2, 426162, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 286,  6,  9,  123, 1, 2, 426085, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 173,  8,  7,  123, 1, 2, 439316, 29608.35, 32, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 442,  8,  7,  123, 1, 2, 438824, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 254,  7,  8,  123, 1, 2, 439173, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 440,  6,  9,  123, 1, 2, 426009, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 456,  8,  7,  123, 1, 2, 439199, 29608.35, 192, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 436,  7,  8,  123, 1, 2, 439096, 29608.35, 4, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 277,  6,  9,  123, 1, 2, 426013, 29608.35, 86, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 481,  9,  6,  123, 1, 2, 425953, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 506,  8,  7,  123, 1, 2, 438697, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 366,  9,  6,  123, 1, 2, 426130, 29608.35, 32, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 218,  5, 11,  123, 1, 2, 432173, 29608.35, 236, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 182,  5, 10,  123, 1, 2, 395675, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 368,  5, 12,  123, 1, 2, 464248, 29608.35, 17, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 372,  8,  7,  123, 1, 2, 439231, 29608.35, 9, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 483,  5, 11,  123, 1, 2, 432138, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 395,  8,  7,  123, 1, 2, 439175, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 616,  5, 12,  123, 1, 2, 463916, 29608.35, 32, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 222,  7,  8,  123, 1, 2, 438984, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 230,  6,  9,  123, 1, 2, 426165, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 412,  5, 11,  123, 1, 2, 432358, 29608.35, 24, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 226,  5, 12,  123, 1, 2, 463540, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 745,  5, 10,  123, 1, 2, 395675, 29608.35, 73, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 868,  5, 11,  123, 1, 2, 432063, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes,  44,  5, 12,  123, 1, 2, 464208, 29608.35, 32, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 862,  8,  7,  123, 1, 2, 439244, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes,  53,  8,  7,  123, 1, 2, 439380, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 825,  7,  8,  123, 1, 2, 439108, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 777,  7,  8,  123, 1, 2, 439463, 29608.35, 224, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 776,  6,  9,  123, 1, 2, 426007, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 760,  7,  8,  123, 1, 2, 439323, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes,  88,  8,  7,  123, 1, 2, 439337, 29608.35, 88, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 891,  9,  6,  123, 1, 2, 426128, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 728,  6,  9,  123, 1, 2, 426126, 29608.35, 216, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 724,  8,  7,  123, 1, 2, 438933, 29608.35, 24, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes,  99,  8,  7,  123, 1, 2, 438915, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 706,  9,  6,  123, 1, 2, 426227, 29608.35, 236, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 700,  5, 11,  123, 1, 2, 432351, 29608.35, 1, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 693,  5, 10,  123, 1, 2, 395675, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 688,  6,  9,  123, 1, 2, 425970, 29608.35, 13, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 682,  5, 12,  123, 1, 2, 463913, 29608.35, 70, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 946,  6,  9,  123, 1, 2, 426113, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 993,  9,  6,  123, 1, 2, 426136, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 988,  7,  8,  123, 1, 2, 439267, 29608.35, 24, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes,   5,  6,  9,  123, 1, 2, 426092, 29608.35, 126, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 970,  5, 12,  123, 1, 2, 463540, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 969,  7,  8,  123, 1, 2, 439150, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 962,  6,  9,  123, 1, 2, 426181, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes,  15,  9,  6,  123, 1, 2, 425933, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes,  19,  5, 12,  123, 1, 2, 463893, 29608.35, 13, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 955,  8,  7,  123, 1, 2, 439382, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 766,  6,  9,  123, 1, 2, 425926, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 934,  5, 12,  123, 1, 2, 463618, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 930,  9,  6,  123, 1, 2, 426083, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 924,  5, 12,  123, 1, 2, 463687, 29608.35, 24, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 916,  8,  7,  123, 1, 2, 439149, 29608.35, 24, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 907,  9,  6,  123, 1, 2, 426103, 29608.35, 13, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 903,  6,  9,  123, 1, 2, 426043, 29608.35, 0, 0.00, 1: 71; 2: 26; 
Differentiation_of_T_lymphocytes, 900,  7,  8,  123, 1, 2, 439405, 29608.35, 24, 0.00, 1: 71; 2: 26; 
